"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-3", "410", "A5_Part2.java:68", "Field Write", "context=Circular_Buffer:1, count=2"
"Thread-3", "411", "A5_Part2.java:69", "Line Step", "file=A5_Part2.java, line=69"
"Thread-3", "412", "A5_Part2.java:69", "Method Exit", "returner=Circular_Buffer:1#put:5, value=<void>"
"Thread-3", "413", "A5_Part2.java:92", "Method Returned", ""
"Thread-3", "414", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-3", "415", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "416", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "417", "A5_Part2.java:82", "Variable Delete", "method=Circular_Buffer:1#run:1 <name=v,type=int (id=7),value=<?>,index=1>"
"Thread-3", "418", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "419", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "420", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "421", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "422", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-1", "423", "A5_Part2.java:33", "Line Step", "file=A5_Part2.java, line=33"
"Thread-3", "424", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-1", "425", "A5_Part2.java:33", "Variable Write", "context=Producer:1#run:1, v=7"
"Thread-1", "426", "A5_Part2.java:34", "Line Step", "file=A5_Part2.java, line=34"
"Thread-3", "427", "A5_Part2.java:91", "Line Step", "file=A5_Part2.java, line=91"
"Thread-3", "428", "A5_Part2.java:91", "Variable Write", "context=Circular_Buffer:1#run:1, v=6"
"Thread-3", "429", "A5_Part2.java:92", "Line Step", "file=A5_Part2.java, line=92"
"Thread-3", "430", "A5_Part2.java:92", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:6"
"Thread-3", "431", "A5_Part2.java:63", "Method Entered", ""
"Thread-3", "432", "A5_Part2.java:63", "Variable Write", "context=Circular_Buffer:1#put:6, v=6"
"Thread-3", "433", "A5_Part2.java:64", "Line Step", "file=A5_Part2.java, line=64"
"Thread-3", "434", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "435", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "436", "A5_Part2.java:65", "Line Step", "file=A5_Part2.java, line=65"
"Thread-3", "437", "A5_Part2.java:65", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "438", "A5_Part2.java:65", "Field Write", "context=Circular_Buffer:1, p=1"
"Thread-3", "439", "A5_Part2.java:66", "Line Step", "file=A5_Part2.java, line=66"
"Thread-3", "440", "A5_Part2.java:66", "Field Write", "context=Circular_Buffer:1, state=""Put:6"""
"Thread-3", "441", "A5_Part2.java:67", "Line Step", "file=A5_Part2.java, line=67"
"Thread-3", "442", "A5_Part2.java:67", "Field Read", "context=Circular_Buffer:1, state"
"Thread-3", "443", "A5_Part2.java:68", "Line Step", "file=A5_Part2.java, line=68"
"Thread-3", "444", "A5_Part2.java:68", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "445", "A5_Part2.java:68", "Field Write", "context=Circular_Buffer:1, count=3"
"Thread-3", "446", "A5_Part2.java:69", "Line Step", "file=A5_Part2.java, line=69"
"Thread-3", "447", "A5_Part2.java:69", "Method Exit", "returner=Circular_Buffer:1#put:6, value=<void>"
"Thread-3", "448", "A5_Part2.java:92", "Method Returned", ""
"Thread-3", "449", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-3", "450", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "451", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "452", "A5_Part2.java:82", "Variable Delete", "method=Circular_Buffer:1#run:1 <name=v,type=int (id=7),value=<?>,index=1>"
"Thread-3", "453", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "454", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "455", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "456", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "457", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-2", "458", "A5_Part2.java:47", "Line Step", "file=A5_Part2.java, line=47"
"Thread-3", "459", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-2", "460", "A5_Part2.java:42", "Line Step", "file=A5_Part2.java, line=42"
"Thread-3", "461", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-2", "462", "A5_Part2.java:43", "Line Step", "file=A5_Part2.java, line=43"
"Thread-3", "463", "A5_Part2.java:94", "Line Step", "file=A5_Part2.java, line=94"
"Thread-3", "464", "A5_Part2.java:94", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:4"
"Thread-3", "465", "A5_Part2.java:71", "Method Entered", ""
"Thread-3", "466", "A5_Part2.java:72", "Line Step", "file=A5_Part2.java, line=72"
"Thread-3", "467", "A5_Part2.java:72", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "468", "A5_Part2.java:72", "Field Read", "context=Circular_Buffer:1, g"
"Thread-3", "469", "A5_Part2.java:72", "Variable Write", "context=Circular_Buffer:1#get:4, v=4"
"Thread-3", "470", "A5_Part2.java:73", "Line Step", "file=A5_Part2.java, line=73"
"Thread-3", "471", "A5_Part2.java:73", "Field Read", "context=Circular_Buffer:1, g"
"Thread-3", "472", "A5_Part2.java:73", "Field Write", "context=Circular_Buffer:1, g=4"
"Thread-3", "473", "A5_Part2.java:74", "Line Step", "file=A5_Part2.java, line=74"
"Thread-3", "474", "A5_Part2.java:74", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "475", "A5_Part2.java:74", "Field Write", "context=Circular_Buffer:1, count=2"
"Thread-3", "476", "A5_Part2.java:75", "Line Step", "file=A5_Part2.java, line=75"
"Thread-3", "477", "A5_Part2.java:75", "Field Write", "context=Circular_Buffer:1, state=""Get:4"""
"Thread-3", "478", "A5_Part2.java:76", "Line Step", "file=A5_Part2.java, line=76"
"Thread-2", "479", "A5_Part2.java:44", "Line Step", "file=A5_Part2.java, line=44"
"Thread-3", "480", "A5_Part2.java:76", "Field Read", "context=Circular_Buffer:1, state"
"Thread-2", "481", "A5_Part2.java:46", "Line Step", "file=A5_Part2.java, line=46"
"Thread-3", "482", "A5_Part2.java:77", "Line Step", "file=A5_Part2.java, line=77"
"Thread-3", "483", "A5_Part2.java:77", "Variable Write", "context=Circular_Buffer:1#get:4, result=4"
"Thread-3", "484", "A5_Part2.java:77", "Method Exit", "returner=Circular_Buffer:1#get:4, value=4"
"Thread-3", "485", "A5_Part2.java:94", "Method Returned", ""
"Thread-3", "486", "A5_Part2.java:94", "Line Step", "file=A5_Part2.java, line=94"
"Thread-3", "487", "A5_Part2.java:81", "Line Step", "file=A5_Part2.java, line=81"
"Thread-3", "488", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "489", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "490", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "491", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "492", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "493", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "494", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-1", "495", "A5_Part2.java:33", "Line Step", "file=A5_Part2.java, line=33"
"Thread-3", "496", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-1", "497", "A5_Part2.java:33", "Variable Write", "context=Producer:1#run:1, v=8"
"Thread-1", "498", "A5_Part2.java:34", "Line Step", "file=A5_Part2.java, line=34"
"Thread-3", "499", "A5_Part2.java:91", "Line Step", "file=A5_Part2.java, line=91"
"Thread-3", "500", "A5_Part2.java:91", "Variable Write", "context=Circular_Buffer:1#run:1, v=7"
"Thread-3", "501", "A5_Part2.java:92", "Line Step", "file=A5_Part2.java, line=92"
"Thread-3", "502", "A5_Part2.java:92", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:7"
"Thread-3", "503", "A5_Part2.java:63", "Method Entered", ""
"Thread-3", "504", "A5_Part2.java:63", "Variable Write", "context=Circular_Buffer:1#put:7, v=7"
"Thread-3", "505", "A5_Part2.java:64", "Line Step", "file=A5_Part2.java, line=64"
"Thread-3", "506", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "507", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "508", "A5_Part2.java:65", "Line Step", "file=A5_Part2.java, line=65"
"Thread-3", "509", "A5_Part2.java:65", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "510", "A5_Part2.java:65", "Field Write", "context=Circular_Buffer:1, p=2"
"Thread-3", "511", "A5_Part2.java:66", "Line Step", "file=A5_Part2.java, line=66"
"Thread-3", "512", "A5_Part2.java:66", "Field Write", "context=Circular_Buffer:1, state=""Put:7"""
"Thread-3", "513", "A5_Part2.java:67", "Line Step", "file=A5_Part2.java, line=67"
"Thread-3", "514", "A5_Part2.java:67", "Field Read", "context=Circular_Buffer:1, state"
"Thread-3", "515", "A5_Part2.java:68", "Line Step", "file=A5_Part2.java, line=68"
"Thread-3", "516", "A5_Part2.java:68", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "517", "A5_Part2.java:68", "Field Write", "context=Circular_Buffer:1, count=3"
"Thread-3", "518", "A5_Part2.java:69", "Line Step", "file=A5_Part2.java, line=69"
"Thread-3", "519", "A5_Part2.java:69", "Method Exit", "returner=Circular_Buffer:1#put:7, value=<void>"
"Thread-3", "520", "A5_Part2.java:92", "Method Returned", ""
"Thread-3", "521", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-3", "522", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "523", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "524", "A5_Part2.java:82", "Variable Delete", "method=Circular_Buffer:1#run:1 <name=v,type=int (id=7),value=<?>,index=1>"
"Thread-3", "525", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "526", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "527", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "528", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "529", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-3", "530", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-2", "531", "A5_Part2.java:47", "Line Step", "file=A5_Part2.java, line=47"
"Thread-3", "532", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-2", "533", "A5_Part2.java:42", "Line Step", "file=A5_Part2.java, line=42"
"Thread-3", "534", "A5_Part2.java:94", "Line Step", "file=A5_Part2.java, line=94"
"Thread-2", "535", "A5_Part2.java:43", "Line Step", "file=A5_Part2.java, line=43"
"Thread-3", "536", "A5_Part2.java:94", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#get:5"
"Thread-3", "537", "A5_Part2.java:71", "Method Entered", ""
"Thread-3", "538", "A5_Part2.java:72", "Line Step", "file=A5_Part2.java, line=72"
"Thread-3", "539", "A5_Part2.java:72", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "540", "A5_Part2.java:72", "Field Read", "context=Circular_Buffer:1, g"
"Thread-3", "541", "A5_Part2.java:72", "Variable Write", "context=Circular_Buffer:1#get:5, v=5"
"Thread-3", "542", "A5_Part2.java:73", "Line Step", "file=A5_Part2.java, line=73"
"Thread-3", "543", "A5_Part2.java:73", "Field Read", "context=Circular_Buffer:1, g"
"Thread-3", "544", "A5_Part2.java:73", "Field Write", "context=Circular_Buffer:1, g=0"
"Thread-3", "545", "A5_Part2.java:74", "Line Step", "file=A5_Part2.java, line=74"
"Thread-3", "546", "A5_Part2.java:74", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "547", "A5_Part2.java:74", "Field Write", "context=Circular_Buffer:1, count=2"
"Thread-3", "548", "A5_Part2.java:75", "Line Step", "file=A5_Part2.java, line=75"
"Thread-3", "549", "A5_Part2.java:75", "Field Write", "context=Circular_Buffer:1, state=""Get:5"""
"Thread-3", "550", "A5_Part2.java:76", "Line Step", "file=A5_Part2.java, line=76"
"Thread-3", "551", "A5_Part2.java:76", "Field Read", "context=Circular_Buffer:1, state"
"Thread-3", "552", "A5_Part2.java:77", "Line Step", "file=A5_Part2.java, line=77"
"Thread-3", "553", "A5_Part2.java:77", "Variable Write", "context=Circular_Buffer:1#get:5, result=5"
"Thread-3", "554", "A5_Part2.java:77", "Method Exit", "returner=Circular_Buffer:1#get:5, value=5"
"Thread-3", "555", "A5_Part2.java:94", "Method Returned", ""
"Thread-3", "556", "A5_Part2.java:94", "Line Step", "file=A5_Part2.java, line=94"
"Thread-3", "557", "A5_Part2.java:81", "Line Step", "file=A5_Part2.java, line=81"
"Thread-3", "558", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "559", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "560", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "561", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "562", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "563", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "564", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-1", "565", "A5_Part2.java:33", "Line Step", "file=A5_Part2.java, line=33"
"Thread-3", "566", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-1", "567", "A5_Part2.java:33", "Variable Write", "context=Producer:1#run:1, v=9"
"Thread-1", "568", "A5_Part2.java:34", "Line Step", "file=A5_Part2.java, line=34"
"Thread-3", "569", "A5_Part2.java:91", "Line Step", "file=A5_Part2.java, line=91"
"Thread-3", "570", "A5_Part2.java:91", "Variable Write", "context=Circular_Buffer:1#run:1, v=8"
"Thread-3", "571", "A5_Part2.java:92", "Line Step", "file=A5_Part2.java, line=92"
"Thread-3", "572", "A5_Part2.java:92", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:8"
"Thread-3", "573", "A5_Part2.java:63", "Method Entered", ""
"Thread-3", "574", "A5_Part2.java:63", "Variable Write", "context=Circular_Buffer:1#put:8, v=8"
"Thread-3", "575", "A5_Part2.java:64", "Line Step", "file=A5_Part2.java, line=64"
"Thread-2", "576", "A5_Part2.java:44", "Line Step", "file=A5_Part2.java, line=44"
"Thread-3", "577", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, data"
"Thread-2", "578", "A5_Part2.java:46", "Line Step", "file=A5_Part2.java, line=46"
"Thread-3", "579", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "580", "A5_Part2.java:65", "Line Step", "file=A5_Part2.java, line=65"
"Thread-3", "581", "A5_Part2.java:65", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "582", "A5_Part2.java:65", "Field Write", "context=Circular_Buffer:1, p=3"
"Thread-3", "583", "A5_Part2.java:66", "Line Step", "file=A5_Part2.java, line=66"
"Thread-3", "584", "A5_Part2.java:66", "Field Write", "context=Circular_Buffer:1, state=""Put:8"""
"Thread-3", "585", "A5_Part2.java:67", "Line Step", "file=A5_Part2.java, line=67"
"Thread-3", "586", "A5_Part2.java:67", "Field Read", "context=Circular_Buffer:1, state"
"Thread-3", "587", "A5_Part2.java:68", "Line Step", "file=A5_Part2.java, line=68"
"Thread-3", "588", "A5_Part2.java:68", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "589", "A5_Part2.java:68", "Field Write", "context=Circular_Buffer:1, count=3"
"Thread-3", "590", "A5_Part2.java:69", "Line Step", "file=A5_Part2.java, line=69"
"Thread-3", "591", "A5_Part2.java:69", "Method Exit", "returner=Circular_Buffer:1#put:8, value=<void>"
"Thread-3", "592", "A5_Part2.java:92", "Method Returned", ""
"Thread-3", "593", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-3", "594", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "595", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "596", "A5_Part2.java:82", "Variable Delete", "method=Circular_Buffer:1#run:1 <name=v,type=int (id=7),value=<?>,index=1>"
"Thread-3", "597", "A5_Part2.java:86", "Line Step", "file=A5_Part2.java, line=86"
"Thread-3", "598", "A5_Part2.java:86", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "599", "A5_Part2.java:89", "Line Step", "file=A5_Part2.java, line=89"
"Thread-3", "600", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "601", "A5_Part2.java:89", "Field Read", "context=Circular_Buffer:1, g"
"Thread-1", "602", "A5_Part2.java:33", "Line Step", "file=A5_Part2.java, line=33"
"Thread-3", "603", "A5_Part2.java:90", "Line Step", "file=A5_Part2.java, line=90"
"Thread-1", "604", "A5_Part2.java:33", "Variable Write", "context=Producer:1#run:1, v=10"
"Thread-1", "605", "A5_Part2.java:34", "Line Step", "file=A5_Part2.java, line=34"
"Thread-3", "606", "A5_Part2.java:91", "Line Step", "file=A5_Part2.java, line=91"
"Thread-3", "607", "A5_Part2.java:91", "Variable Write", "context=Circular_Buffer:1#run:1, v=9"
"Thread-3", "608", "A5_Part2.java:92", "Line Step", "file=A5_Part2.java, line=92"
"Thread-3", "609", "A5_Part2.java:92", "Method Call", "caller=Circular_Buffer:1#run:1, target=Circular_Buffer:1#put:9"
"Thread-3", "610", "A5_Part2.java:63", "Method Entered", ""
"Thread-3", "611", "A5_Part2.java:63", "Variable Write", "context=Circular_Buffer:1#put:9, v=9"
"Thread-3", "612", "A5_Part2.java:64", "Line Step", "file=A5_Part2.java, line=64"
"Thread-3", "613", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, data"
"Thread-3", "614", "A5_Part2.java:64", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "615", "A5_Part2.java:65", "Line Step", "file=A5_Part2.java, line=65"
"Thread-3", "616", "A5_Part2.java:65", "Field Read", "context=Circular_Buffer:1, p"
"Thread-3", "617", "A5_Part2.java:65", "Field Write", "context=Circular_Buffer:1, p=4"
"Thread-3", "618", "A5_Part2.java:66", "Line Step", "file=A5_Part2.java, line=66"
"Thread-3", "619", "A5_Part2.java:66", "Field Write", "context=Circular_Buffer:1, state=""Put:9"""
"Thread-3", "620", "A5_Part2.java:67", "Line Step", "file=A5_Part2.java, line=67"
"Thread-3", "621", "A5_Part2.java:67", "Field Read", "context=Circular_Buffer:1, state"
"Thread-3", "622", "A5_Part2.java:68", "Line Step", "file=A5_Part2.java, line=68"
"Thread-3", "623", "A5_Part2.java:68", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "624", "A5_Part2.java:68", "Field Write", "context=Circular_Buffer:1, count=4"
"Thread-3", "625", "A5_Part2.java:69", "Line Step", "file=A5_Part2.java, line=69"
"Thread-3", "626", "A5_Part2.java:69", "Method Exit", "returner=Circular_Buffer:1#put:9, value=<void>"
"Thread-3", "627", "A5_Part2.java:92", "Method Returned", ""
"Thread-3", "628", "A5_Part2.java:93", "Line Step", "file=A5_Part2.java, line=93"
"Thread-3", "629", "A5_Part2.java:82", "Line Step", "file=A5_Part2.java, line=82"
"Thread-3", "630", "A5_Part2.java:82", "Field Read", "context=Circular_Buffer:1, count"
"Thread-3", "631", "A5_Part2.java:82", "Variable Delete", "method=Circular_Buffer:1#run:1 <name=v,type=int (id=7),value=<?>,index=1>"
